"","id","phase","date","site","bait_take","species","prints_count","raven_visit_1_pa","raven_visit_1_time","raven_visit_2_pa","raven_visit_2_time","raven_visit_3_pa","raven_visit_3_time","fox_visit_1_pa","fox_visit_1_time","fox_visit_2_pa","fox_visit_2_time","fox_visit_3_pa","fox_visit_3_time","fox_visit_4_pa","fox_visit_4_time","fox_visit_5_pa","fox_visit_5_time","treatment","foxes","ravens","bait_notes","bait_yes","day_of_week","minimum_temperature_c","maximum_temperature_c","rainfall_mm","speed_of_maximum_wind_gust_km_h","fox_visit_pa","fox_visit_n","raven_visit_pa","raven_visit_n","study_day"
"703",887,"3",2024-02-12,"F25",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"704",888,"3",2024-02-12,"F27",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"705",889,"3",2024-02-12,"F40",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"706",890,"3",2024-02-12,"F54",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"707",891,"3",2024-02-12,"F57",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"708",892,"3",2024-02-12,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Monday",11.2,30.5,0,33,0,0,0,0,29
"709",893,"3",2024-02-12,"?",1,"Raven",0,1,-2209020240,1,-2209044540,0,NA,1,0.177777777777778,1,-2208997080,1,-2208990720,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",11.2,30.5,0,33,1,3,1,2,29
"710",894,"3",2024-02-12,"F03",1,"Raven",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"711",895,"3",2024-02-12,"F04",1,"Raven",NA,1,-2209044780,0,NA,0,NA,1,0.884027777777778,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",11.2,30.5,0,33,1,1,1,1,29
"712",896,"3",2024-02-12,"F06",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"713",897,"3",2024-02-12,"F55",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"714",899,"3",2024-02-12,"F01",1,"Unknown",0,0,NA,0,NA,0,NA,1,0.11875,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,1,1,0,0,29
"715",900,"3",2024-02-12,"F02",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"716",901,"3",2024-02-12,"F07",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"717",902,"3",2024-02-12,"F08",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"718",903,"3",2024-02-12,"F09",1,"Unknown",3,0,NA,0,NA,0,NA,1,0.991666666666667,1,-2208989100,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,1,2,0,0,29
"719",904,"3",2024-02-12,"F10",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"720",905,"3",2024-02-12,"F15",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"721",906,"3",2024-02-12,"F16",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"722",907,"3",2024-02-12,"F22",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"723",908,"3",2024-02-12,"F26",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"724",909,"3",2024-02-12,"F30",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"725",910,"3",2024-02-12,"F31",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"726",911,"3",2024-02-12,"F32",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Monday",11.2,30.5,0,33,0,0,0,0,29
"727",912,"3",2024-02-13,"?",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.963888888888889,1,-2209056540,1,-2209052880,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,1,3,0,0,30
"728",913,"3",2024-02-13,"F30",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"729",914,"3",2024-02-13,"F35",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"730",915,"3",2024-02-13,"F56",1,"Fox",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"731",916,"3",2024-02-13,"F01",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"732",917,"3",2024-02-13,"F05",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"733",918,"3",2024-02-13,"F06",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"734",919,"3",2024-02-13,"F14",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"735",920,"3",2024-02-13,"F15",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"736",928,"3",2024-02-13,"F16",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"737",929,"3",2024-02-13,"F17",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"738",930,"3",2024-02-13,"F22",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"739",931,"3",2024-02-13,"F23",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"740",932,"3",2024-02-13,"F24",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"741",933,"3",2024-02-13,"F25",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"742",934,"3",2024-02-13,"F31",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"743",935,"3",2024-02-13,"F34",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"744",936,"3",2024-02-13,"F40",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"745",937,"3",2024-02-13,"F54",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"746",938,"3",2024-02-13,"F57",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"747",939,"3",2024-02-13,"F04",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"748",940,"3",2024-02-13,"F18",1,"Raven",NA,1,-2209023960,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,1,1,30
"749",941,"3",2024-02-13,"F20",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"750",942,"3",2024-02-13,"F21",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"751",943,"3",2024-02-13,"F27",1,"Raven",NA,1,-2209037580,1,-2209034580,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,1,2,30
"752",944,"3",2024-02-13,"F58",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"753",946,"3",2024-02-13,"F02",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"754",947,"3",2024-02-13,"F03",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"755",948,"3",2024-02-13,"F26",1,"Unknown",NA,1,-2209029060,1,-2209024080,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,1,2,30
"756",949,"3",2024-02-13,"F28",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.838194444444444,1,-2209000080,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,1,2,0,0,30
"757",950,"3",2024-02-13,"F29",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"758",951,"3",2024-02-13,"F32",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"759",952,"3",2024-02-13,"F52",1,"Unknown",NA,0,NA,0,NA,0,NA,1,0.155555555555556,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,1,1,0,0,30
"760",953,"3",2024-02-13,"F53",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"761",954,"3",2024-02-13,"F55",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Tuesday",14.3,31.1,0,57,0,0,0,0,30
"762",955,"3",2024-02-14,"F05",1,"Fox",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"763",956,"3",2024-02-14,"F09",1,"Fox",1,0,NA,0,NA,0,NA,1,0.917361111111111,1,-2209052400,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,2,0,0,31
"764",957,"3",2024-02-14,"F10",1,"Fox",1,0,NA,0,NA,0,NA,1,0.891666666666667,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,1,0,0,31
"765",958,"3",2024-02-14,"F12",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.0381944444444444,1,-2209070640,1,-2209067640,1,-2209051260,0,NA,"Control",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,4,0,0,31
"766",959,"3",2024-02-14,"F13",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"767",960,"3",2024-02-14,"F29",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.914583333333333,1,-2209071540,1,-2209058520,1,-2209037580,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,4,0,0,31
"768",961,"3",2024-02-14,"F30",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"769",962,"3",2024-02-14,"F31",1,"Fox",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"770",963,"3",2024-02-14,"F34",1,"Fox",1,0,NA,0,NA,0,NA,1,0.373611111111111,0,NA,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,1,0,0,31
"771",964,"3",2024-02-14,"F35",1,"Fox",NA,0,NA,0,NA,0,NA,1,0.972222222222222,0,NA,0,NA,0,NA,0,NA,"Control",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,1,0,0,31
"772",965,"3",2024-02-14,"F54",1,"Fox",1,0,NA,0,NA,0,NA,1,0.0569444444444444,1,-2209067460,0,NA,0,NA,0,NA,"Treatment",1,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,2,0,0,31
"773",966,"3",2024-02-14,"F14",0,"Not taken",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"774",967,"3",2024-02-14,"F15",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"775",968,"3",2024-02-14,"F16",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"776",969,"3",2024-02-14,"F17",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"777",970,"3",2024-02-14,"F18",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"778",971,"3",2024-02-14,"F21",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"779",972,"3",2024-02-14,"F24",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"780",973,"3",2024-02-14,"F25",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"781",974,"3",2024-02-14,"F40",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"782",975,"3",2024-02-14,"F58",0,"Not taken",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"No","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"783",976,"3",2024-02-14,"?",1,"Raven",NA,0,NA,0,NA,0,NA,1,0.965277777777778,1,-2208989100,1,-2209062720,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,1,3,0,0,31
"784",977,"3",2024-02-14,"F01",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"785",978,"3",2024-02-14,"F03",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"786",979,"3",2024-02-14,"F04",1,"Raven",NA,0,NA,0,NA,0,NA,1,0.0423611111111111,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,1,1,0,0,31
"787",980,"3",2024-02-14,"F20",1,"Raven",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"788",981,"3",2024-02-14,"F22",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"789",982,"3",2024-02-14,"F26",1,"Raven",0,1,-2209016820,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,1,1,31
"790",983,"3",2024-02-14,"F27",1,"Raven",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"791",984,"3",2024-02-14,"F57",1,"Raven",NA,1,-2209018680,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,1,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,1,1,31
"792",985,"3",2024-02-14,"F02",1,"Unknown",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"793",986,"3",2024-02-14,"F06",1,"Unknown",0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"794",987,"3",2024-02-14,"F07",1,"Unknown",2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"795",988,"3",2024-02-14,"F08",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"796",989,"3",2024-02-14,"F11",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"797",990,"3",2024-02-14,"F19",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"798",991,"3",2024-02-14,"F23",1,"Unknown",1,0,NA,0,NA,0,NA,0,0.102083333333333,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"799",992,"3",2024-02-14,"F28",1,"Unknown",1,0,NA,0,NA,0,NA,0,0.772222222222222,1,-2209000320,1,-2209056780,1,-2209039920,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,1,4,0,0,31
"800",993,"3",2024-02-14,"F32",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"801",994,"3",2024-02-14,"F52",1,"Unknown",3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Treatment",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"802",995,"3",2024-02-14,"F53",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"803",996,"3",2024-02-14,"F55",1,"Unknown",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
"804",997,"3",2024-02-14,"F56",1,"Unknown",1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"Control",NA,NA,NA,"Yes","Wednesday",17.5,26.8,10,41,0,0,0,0,31
